Username,Published At,Likes,Replies,Comment
@lizmuthoni2138,27/11/2020 23:25,0,0,Wt🧐😱🤬
@ivillage5872,27/11/2020 23:12,0,0,HAVE THEY EVER HEARD OF LEGAL ADOPTION ?
@stellamukachana1671,27/11/2020 22:58,0,0,"So what was the outcome of the investigations, and why were police not involved?"
@melrosehall1223,27/11/2020 22:20,0,0,This is oh so sad. I hope you will see and do take my comment and put same into account. These mothers should come together and take turns     watching their children twenty four seven. Take turns sleeping. In the nights place the children in the middle mothers form a circle around the children. I have not seen no males around. Where are the Fathers. What affect one mother of a child that has been stolen should be the concern of all. After all no mother knows whose child will be next. These mothers are victims of circumstances. No home being Chief. I can see real love in the mothers eyes  voice. Reporters investigators please just take a que from my comment have meetings with these mothers and educate these mothers how they can help each other with their children living on the street. The same can be done to mothers in hospitals and clinics as well. There comes a day when all of us will have to give account to God for the works we have done wither good or bad. No sin will go unpunished. God bless you. Keep up the good news. God will come through for these hurting mothers no  matter how long it takes. I am a Jamaican. One love. Thanks.
@WhatsThis,27/11/2020 21:50,0,0,Horrible!! poor mothers. What a sick world!
@purple4463,27/11/2020 21:32,0,0,These children are probably stolen for organ harvest. Keep an eye on your children at all times.
@allaboutjyn9754,27/11/2020 20:29,0,0,😔😔😔😔
@benedictmwendwa8545,27/11/2020 20:14,0,0,sad sad sad. But hio 300k mlirudishiwa ama ilienda tu hivyo?
@rahabmbiyu7527,27/11/2020 19:29,0,0,God intervention
@esthernamulanda498,27/11/2020 18:08,145,2,"I can't imagine a day without my baby, my heart is bleeding 😭😭😭"
@TrendyReelTT,27/11/2020 17:55,0,0,"Definitely the black woman is doing it again..harder this time..

Big wins!the black woman stands out again,a sign of strength!a sign of hope!kenya to the world,congrats Rahel
@BettyMKyallo https://t.co/BzSlbJIBBq 
#NewsGang #Kenyans https://t.co/JduEBrxkZD"
@willmccann9444,27/11/2020 16:22,0,0,I hope that baby was returned to its parents safely
@Dspalten,27/11/2020 16:11,0,0,"I do believe it wasn’t coincidence that the police intervened with Anita and “Covid violations”. That police I’m sure KNEW of the sting and stepped in to warn Anita and that’s why she didn’t show up at 5pm. DIRTY POLICE are clearly in on this and protecting the traffickers and I am SURE they are making money off of protecting traffickers! How sad, with such level of corruption this will NEVER end. I pray for God to step in and expose the corrupt people!"
@shimashacib7310,27/11/2020 13:27,0,0,I don’t think these children are alive anymore ' i think they are selling their kidneys.
@sharity3289,27/11/2020 13:23,7,0,"@15:03 This poor mother...I can't imagine her pain. But, at the same time, the government needs to provide the women with birth control. I can't imagine being homeless (in her case, at least since 2011) for nearly a decade or more, and keep bringing children into this world. It's very cruel. But, I imagine a lot of these are forced to have sex for various reasons or raped. So sad..."
@lifeandbeyond7279,27/11/2020 12:48,0,0,Same business happening in Uganda...you can be told you baby is dead handed a body to burry and later evidence emerges that actually your baby is alive and was either switched for a dead one or just sold.
@paradyc,27/11/2020 10:16,12,0,Why didn’t they just called the police and have them arrested on the spot! Why approach them with evidence without the police involved. Once the money was exchanged that was grounds for a crime!!
@ookiepookie9978,27/11/2020 09:40,1,0,How weren't these guys caught and you had solid evidence.... We need justice for these children who are prone to such in-humane businesses. The shocking part is that one of the children were actually sold. God help us all.
@wendyburleigh-emanuel5621,27/11/2020 09:37,0,0,"If there is no demand... there is no SUPPLY. Poverty and inequality are there “REAL” problems here.  Why are so many families and single moms living on the streets? Why are so many women unable to properly care for their young? 

Mary’s fake clinic, Anita, and Fred are not the “REAL” problem!!! Address the real source of this problem!!!

Another perspective: Perhaps Fred thought his plan would have rescued a child from going to a miserable life in an orphanage... the 3 babies in question were abandoned by their biological mother. 

Another perspective: Why is there no mention of prosecuting the wealthy individuals who have purchased the abducted children? Where is the sting operation to expose those faces? 

Humanity or the lack of humanity is also the “REAL” issue here."
@phinnyakoth5628,27/11/2020 09:19,0,0,For the mothers who abandon their kids please stop for every child comes grace to raise them
@harithrashid5314,27/11/2020 08:37,4,1,This is also a massive problem in Tanzania
@diegogeneral1217,27/11/2020 08:06,0,0,The poor always suffers the most
@rubyellis.5472,27/11/2020 07:12,0,0,Child Protective Services in the United States makes money kidnapping children from parents and selling them.
@Cyber_Diva,27/11/2020 03:52,1,0,Heartbreaking!! 💔💔💔
@ISayToMyself,27/11/2020 03:38,38,2,Well I’m 2 minutes in and simply can’t watch this.  Father have mercy on these babies.  🙏🏾🙏🏾🙏🏾
@kathymcgirt8944,27/11/2020 03:25,0,0,Where is the government??
@kathymcgirt8944,27/11/2020 02:46,0,0,I would have taken both mom and baby the fuck out of there.
@livtobeblessed,27/11/2020 01:49,0,0,Anita is a drug addict!
@baabajosh,27/11/2020 01:33,0,0,Hii mama Lucy hospital is always associated with negativity. Too much happens there.
@devbachu7072,27/11/2020 01:13,3,0,So sad a mother an her kids lives on the street kenya u all can do better to help them
@devbachu7072,27/11/2020 01:03,0,0,Omg so sad stop this shit gush
@mariusw8019,27/11/2020 00:57,0,0,I think this phenomenon is taking over everywhere in Africa. Even in my country Cameroon we are facing the same problem. It is sad and heartbreaking. OMG the money drove us to a complicated world where people lose their humanity. Why Africa and they seem to get blessing from government.
@essirenhier7489,26/11/2020 23:08,0,0,"Fake news to make money. Corrupted peoples. Did they collect there 3 K that they gave to the babyseller ?  Why police didn’t arrest him ? 
They see audience as stupids like them."
@mohamedsiadi8144,26/11/2020 23:07,0,0,Soo no arrest were made ??
@margaretkariuki2518,26/11/2020 20:28,1,0,"Noooo, this is not right. Arrests should have been made immediately.., This is heartbreaking. My son got lost for two days during 24 and 25th December 2018. I was going crazy. Imagine i was ucky to find him in a gated community a place where no strangers have no access to. Funny enough, they had changed his clothes and he was being fed and playing with toys. He never even seemed to have noticed that he was lost.., May God protect our kids and as parents, we should be careful and ensure we watch kids most times..., That Fred guy!Nkt!Disgusting.."
@pamelamuhangi9462,26/11/2020 20:16,43,1,Strong woman God bless you for saving innocent kids don't give up journalist work for God
@victoriakgabi7383,26/11/2020 20:11,1,0,"😭😭😭This is a heartbreaking what the government is doing about this situation, please God this battle is yours intervene on this sensitive situation 🙏🙏🙏,"
@punypotato7785,26/11/2020 19:46,0,0,Those poor children!!!!!
@Joe254KE,26/11/2020 18:44,0,0,"THE MWANGIS wamekuja kuanika Kenya's dirty linen in public. I would never support child abuse / exploitation, but this is the world we live in, why let an innocent street child sleep hungry every day and get exposed to all manner of dangers, while there's a barren ostracized mature lady out there who keeps crying for a child and keeps getting exploited by a pastor and gets ridiculed by society just because she can't get a child? This market will keep thriving because the demand can't get enough of the supply.  Am here wondering, why not focus on streamlining adoption laws in Africa and make the process much more easier and transparent? My prayers with you all."
@petern519,26/11/2020 17:16,0,0,No words can describe this horrific evil acts. Now I understand why Kenya is a banana Republic
@arthurralstonwakeupblackpe5940,26/11/2020 16:22,0,0,The only thing that I can think that is more evil then this is abortions...
@arthurralstonwakeupblackpe5940,26/11/2020 16:16,0,0,Shango obatala oldudomaria elegua gods of Africa save these people from themselves !!!
@arthurralstonwakeupblackpe5940,26/11/2020 16:14,0,0,Why is the African the only human on earth that will sell his own kind quicker then the speed of light ? This is how our ancestors where sold if Africans didn't take part it couldn't have happened on the scale that it did smh ...
@senaa7779,26/11/2020 15:09,1,0,There will be Judgment day for all of you wicked people
@kanaakauraisa,26/11/2020 13:22,0,0,"Non response from the authorities is highly suspicious! And, if your investigation with concrete evidence  couldnt get them arrested, please take this up with the Ombudsman or Anti Corruption Agency in your country. Children are supposed to be protected. And, to those doing this evils: You were a child once, someone nursed and protected you so that you are who you are today. Hope to touch your UBUNTU cords, maybe it will result into a beautiful song that can be enjoyed by everyone.  All the money that you got from such evils is NOT worth it....blood money"
@carmen1hunn130,26/11/2020 12:09,0,0,🙏
@lynderregina8933,26/11/2020 11:49,5,0,"This is heartbreaking 💔💔💔.
I hope those criminals get arrested and serve their sentences. The government should also consider providing welfare support to the vulnerable families on the streets and the slums. No Kenyan should sleep hungry or on the streets. Kenya has failed its citizens."
@ritausua9993,26/11/2020 10:54,0,0,A man heart is evil and When  there's no consequences evil generated more and more and sometimes make it difficult to clean the mess.
@EustaquioSantimano,26/11/2020 10:42,0,0,So sad !!
@wilbornxx9937,26/11/2020 10:32,5,2,They were taken to court and are awaiting sentencing one of them was nearly killed by an angry mob as police captured him
@bigd4524,26/11/2020 09:50,9,1,"When you found Anita with the baby, you were supposed to act immediately and rescue the baby. No waiting was needed."
@immaakello9748,26/11/2020 09:42,0,0,So sad that's why Trump said stop child trafficking..
@ataa69120,26/11/2020 09:04,0,0,I have so much to say I don't even know where to begin
@annelinejansen8210,26/11/2020 08:02,0,0,What am I witnessing joh joh iam speechless what becomes of this world imagine for sacrifice I wonder if these pple has kids of their own whos selling kids this is unbelievable lord protect our kids from humans like that I'm begging you
@maureengordon309,26/11/2020 07:04,1,0,Please provide updates! This is the second one i have watched form you without updates. I saw the original one with Anita.
@dandygirl6,26/11/2020 06:01,0,0,60000 kids on the street? Nope
@every1elsebutme124,26/11/2020 05:20,0,0,Kenyan police just wait for people to do investigation for them uuuf
@Chai2574,26/11/2020 05:04,0,0,Start with the missionaries...
@every1elsebutme124,26/11/2020 05:00,0,0,For all that money they are stealing they look like they have nothing..vice money is real
@beam-biblicalencouragement8812,26/11/2020 04:55,0,0,This is wickedness....why do we treat each other in such a manner?
@wambuigitau6922,26/11/2020 00:44,0,0,Sorry but you let the culprits slip off your grip even with the police involved....it discredits most of what the video is about..all I’m thinking of is the baby you let slip away from you because you couldn’t “ACT NOW”
@tenzinpassang5482,26/11/2020 00:43,4,0,just hit in my heart when she said you can steal baby just coz she is  homeless. that doesn't mean she is  bad mother. so touching yet they are other women who is shameless to steal n sell....blessed all the mother who loss their child coz of evil people.
@Angieta230,25/11/2020 23:01,0,0,Children sacrifices is a very real thing. People don’t make it to the top of this world with a lot of power without doing some dirty work behind the scene.  Pedophilia and sick satanic elite people who target the youth.
@LadyJaneAnams,25/11/2020 21:33,0,0,Very sad. Mistakes were made in anita and the one from the hospital. But great job.
@uzzyonline,25/11/2020 20:03,0,0,With money you can buy anything in Kenya.
@blessdmum.7380,25/11/2020 19:55,1,0,Very disturbing report.
@rumonaapiyo3370,25/11/2020 19:36,2,0,I can't....eiii how did we get to a point that we are haggling children like commodities in a market?
@sebansepho9050,25/11/2020 18:57,0,0,Why are you not working in hand with the police? Why are you not arresting them when you have enough prove???
@gabucurtis9736,25/11/2020 18:56,0,0,"The background music @ 0.27 whoever knows the name of the song and the artist,,leave a reply with the details please"
@Arthur-dr5kk,25/11/2020 16:42,1,0,somebody explain to me how fred was never arrested
@margheritacardelable,25/11/2020 16:39,0,0,"Why bother filming this at all of nothing happens to the culprits?This Is making me furious , including towards reporters, and the woman Who runs the missing children charity. The fact that the reporter claims She Is shaken to the core sickens me."
@amiejobe7010,25/11/2020 14:58,3,0,Amazing work you guys put together 🙏🏿 well done I pray and hope Africans leaders will stand up for their citizens rights issues and end child rights abuse.
@HechM1,25/11/2020 13:20,3,0,The Kenyan collective must stop being casual about this types of situation. It's so heart breaking . A political story....oh Kenyans can burn the house but a story that affects her generation.🤬
@njambi1860,25/11/2020 13:14,0,0,Tht anita shld be arrested so she cam revil the rest this is not fair how cn u take sambodys child  d u knw how its feel.if u can hv ur own go an adopte there so many orphans no mum no dad.this has to stop jameni
@sproutneat,25/11/2020 12:48,0,0,A very sad state of affair
@nguushkay958,25/11/2020 12:17,0,0,Clumsy investigation...baby gone right under your nose ma'am 🤬
@maddemadetv445,25/11/2020 12:07,0,0,this is my country but i hate what it has become.
@pe9097,25/11/2020 11:46,0,0,"The folks on this documentary are not street wise. That lady Anita most likely went back to the original buyer and told them she has gotten a better offer of 80k and needs more. If that was your route of choice, i.e. buying that child, you could have offered 250k Kenyan shillings which would have outbid any buyer. Most likely she sold the wonderful kid off for about 90k. When she showed up the following day with no kid, you should have acted and picked her up there and then. In a nutshell, your team got it totally wrong. Would you have done this with a high profile child who is declared missing?"
@estermihailova,25/11/2020 10:22,2,1,"This happens in Europe too, babies being sold. Always the poorest who are suffering the most"
@tushyranx5860,25/11/2020 09:59,0,0,'Anita gaka ûrarutire kû?' Like seriously... The saying that 'money is the most potent drug there is' is not the truth but an understatement
@lennyisaac8218,25/11/2020 09:38,0,0,They could have used Anita to take down the bosses who even needed more babies take down the whole business
@thomasnzioka5601,25/11/2020 09:37,0,0,Hope it will not Surprise you to see the government taking no action
@lafeymwale1788,25/11/2020 09:26,0,0,Hus us great journalism
@dinafawzy1311,25/11/2020 09:25,0,1,What country is this ?
@veronicahkamuyu305,25/11/2020 09:22,26,0,Saddest thing that i have ever watched... God please protect our children
@queencharles4823,25/11/2020 09:12,8,0,"Loving money is the source of all evil. Some what power, authority, and also the money! Let love lead  not love of money but love for the beauty of life!"
@user-cd4fo7jy9k,25/11/2020 08:33,0,0,That's it???? I want to see them in jail!
@user-cd4fo7jy9k,25/11/2020 08:15,0,0,"I was a little excited hut then anita didn't showed up, I'm broken😭 where's the poor baby!!!! 💔💔💔💔"
@David-be7rv,25/11/2020 07:55,0,0,Nakuambia ukitaka kushika mukora usimulize maswali mingi
@Jimmy_Kimani,25/11/2020 04:35,4,0,i thought these people would have been arrested. how does  this work?
@kiatarobinson6306,25/11/2020 04:24,0,0,Im tired of people letting there kids wamder since the 70s kids amd adults have come up missing trust God fear all!
@ivalee1958,25/11/2020 03:41,42,3,sounds like the babies need to have a GPS put in at birth
@usainoselu6711,25/11/2020 03:36,0,0,Anita is being used. Uwezi uza mtoto 50k 80k na ukae ivyo. Ata nywele atengenezi.
@patricianyambane1472,25/11/2020 02:04,1,0,I dont know why they did not report Fred to the police and shown them the video how do you expect a criminal to read a letter and respond
@patriciaburgess2122,25/11/2020 01:55,2,1,"Where is the police, how does this keep happening?."
@naana0207,25/11/2020 01:42,0,0,Was that Mary woman arrested
@annaemilia2505,25/11/2020 01:33,0,0,"the human race ist the worst thing on this whole planet. .....for money , success, or whatever they do anything.....I hope one day all these mothers will find out what really happened to their beloved children"
@montestrends,25/11/2020 00:19,0,0,I don't know the world am living
@KS-se9jb,24/11/2020 23:36,0,0,"They are also taken for pedophiles and torture. Don’t forget that world. It’s a real thing. It’s a world wide issue. 
It’s never going to be mainstream news. Ellen being bad to her employees is more important to people who want to live under a rock."
@mamelangkotlolo1550,24/11/2020 23:28,1,0,You'll rot in hell Marry! You are a woman for goodness sake!
@cabrelstoperack3683,24/11/2020 22:57,4,0,thank for sharing this is really sad
@louisemelly1965,24/11/2020 22:46,0,0,shamful
@esmineblake4531,24/11/2020 22:40,0,0,"Is there any hope ? 
this business is real and also profitable.we""re 
Our worst enemy .GQD ,
help us ."
@WhatstrendingEA,24/11/2020 21:38,0,0,Continue being shocked and continue sending responses to criminals.Bure kabisa
@janedoe5510,24/11/2020 21:19,0,0,I don't think she should have shown her family
@ednagyebi,24/11/2020 21:10,0,0,"Why aren’t the people arrested right in the act!! You can’t just let it happen and let it go, arrest them right at the deal!"
@carolmakin8075,24/11/2020 20:51,0,0,"I cant understand why the police didn't go & arrest him straight away they had all evidence on camera, what has happened to all them babys that have been sold, it's so disgusting what goes on."
@noelkambi7294,24/11/2020 20:46,2,0,This is so sad..I hope this documentary will shade light to what is happening to our children
@mllev.auxiliairesexuelle,24/11/2020 20:36,3,0,On a positive note : African woman are soooo beautiful! And have the cutest babies too ;)
@janedoe5510,24/11/2020 20:36,1,0,Please do South Africa
@Eggeh1,24/11/2020 20:02,1,0,Looks like he's staring at the camera at 38:11
@alanmaturu4281,24/11/2020 20:00,2,0,Great and real journalism right there. I'm just very curious if you are aware if the necessary authorities have taken action or not..........very curious........it would be good to have this information............................Thank you.
@muxibocumar8105,24/11/2020 19:35,0,0,Adc3hjuyie
@akliluzerai2930,24/11/2020 18:56,0,0,"I never never never expected a beautiful country like Kenya has become a shit to its own citizens. We African should be united to eliminate the mongers and be Africa for its citizens. 
Painful story. That beautiful lady is courageous and intelligent. Rise up young Africans!! Look in Ethiopia a country that had economic boom il the last twenty years, now thanks to the stupid leader civil war is ruining the country!!"
@MA-md3gu,24/11/2020 18:34,1,0,"This is disgusting and a crime against humanity!  Wickedness of the highest order! Anita should have been arrested, baby or no baby"
@fififinance7469,24/11/2020 18:20,0,0,Still have so much to practice but getting away from having it too cakey - my earlier videos on my channel the make up just didnt work👍🏽
@jamiebrooks3973,24/11/2020 18:17,0,0,All that work and no arrests... are you serious?
@aAQEeprov,24/11/2020 17:05,0,0,She could have done a down payment to show she's really interested in buying the baby. Or just paid right away. I think the undercover investigation  slacked.
@kristiblack4789,24/11/2020 16:53,0,0,"The BBC has some nerve doing this story, whilst havivg been epic failures about doing any real Investigative Journalism within the confines of the UK! Exposing the Vatican, Nunneries and royal friendly pedophiles of the Queen of Evil. Massive human traffickers, pedophiles and slave masters . Jimmy Saville has got to be one of the most evil, satanic sick and sadistic bastards ever knighted by her ''Royal Majesty!"" And, who exactly did he work for and was glorified by? The BBC, that's WHO!! Presstitutes of Propaganda, Fear Porn and now Slave Mask's for everybody!! Lord, please help ALL children from these pathetic POS and ''cell'' outs of Humanity!"
@carolverde8439,24/11/2020 16:52,1,0,What the hell is wrong with people children are not for sale humans are not cattle how can someone do this ? They can’t be human they are children of the devil
@velettadaviswilliams5517,24/11/2020 16:25,0,0,Is birth control illegal in Africa?
,24/11/2020 15:59,25,0,This is an absolute national tragedy that should be brought to an end.
@Tmacpherson,24/11/2020 15:52,2,0,Share this on social media....
@Tt-iu4vk,24/11/2020 15:37,1,0,"Sorry but BBC Africa you really did this child wrong. You were more worried about getting a story than saving the child from Anita. You knew that the child was stolen, you were suppose to do the right thing then and there. You already had evidence, there was no need to wait any further. This child was lost because of incompetence and you're prioritization of the story, over saving the child. This is so sad. How will things change when even the people who know and are in a position to help don't want to act?"
@trulifrea8073,24/11/2020 15:31,0,0,"Go to the hospital...to pick the child!!!!
Omg"
@africamayorforum530,24/11/2020 14:42,1,0,Great works BBC
@johngitau2032,24/11/2020 14:38,0,0,A country which claim to 80% Christians who pretend to know god more than any other religions but look what we are doing ...and we give 10% of our profit .. diabolic
@bigs4147,24/11/2020 14:30,0,0,So anita never be arrested and she sole the baby right from off you shame doing this investigation
@DaringGodatHisword,24/11/2020 14:23,0,0,do we say 3000 dollars drank water just like that?
@simonejade4822,24/11/2020 13:56,53,3,"I wonder what happened to the beautiful 5 month old baby girl that witch Anita stole!
This entire doco is a travesty! Humans digust me"
@lindsayhigham5165,24/11/2020 12:58,0,0,😵😢😢😢😢😭😭😭😭
@lilothechef6882,24/11/2020 12:42,0,0,🙁🙁😰😰
@peterokalo9632,24/11/2020 12:31,0,0,Who was arrested 🤷🏽‍♀️ where’s was the justice for the children’s 🪐🛑🌍😭😭😭😭😭🛑🛑🌍
@peterokalo9632,24/11/2020 12:24,0,0,🪐🌍🇰🇪🛑🤦🏽‍♀️ to sacrifice a child for what???????😭😭😭😭😭🪐🛑🔥☄️☄️☄️
@muthonieuriter8620,24/11/2020 12:21,0,0,"This is very devastating.....but now ,investigations without arrest ? . You could have saved that innocent baby."
@peterokalo9632,24/11/2020 12:19,0,0,OMG if one of those children’s solder have been face justice in front of kenya 🇰🇪 TV  and jailed them 30 years or more this can stopped  🛑👏🏽🙏🏽🇰🇪
@swa140,24/11/2020 12:18,0,0,Such an anticlimax. I expected these cuplrits to atleast have been nubbed. And further investigations be done to know who might be the other big players but everything just went cold. So sad at the state of affairs
@korro5870,24/11/2020 12:15,1,0,oh Lord - what have our world cometh into - God bless these poor souls.
@africanstoryteller,24/11/2020 12:02,0,0,"This is heartbreaking to watch, they should have taken that child and arrested Anita immediately 😩. The government authority need to act immediately. No mother, regardless of her social circumstance should suffer the pain of losing a child in such a cold hearted manner"
@amandandhlovu260,24/11/2020 11:37,0,0,If we are homeless it's better to keep ourselves n not get pregnant
@carama3590,24/11/2020 11:23,0,0,"Follow the money!!!!!! Bill Gates foundation etc . The Obama’s, The Biden’s, The Clinton’s steak children all the time!!!"
@carama3590,24/11/2020 11:18,0,0,The Clintons/Obama’s and Biden’s take them FACT! Bill Gates and all of there elite satanic rituals they do. These evil agendas the carry out is disgusting.
@WhatstrendingEA,24/11/2020 11:16,0,0,"BBC Africa documentaries are just pathetic.Why let Anita just sell the baby on Camera ? Was the documentary more important than a baby's life? You ,BBC and all the crew failed ,you are a disgrace to the media fraternity .Bure !"
@truepeace8906,24/11/2020 10:36,0,0,"This is very sad no wonder why tge world is facing this curse of COVID  human being is the most evil  creature, this children  are not only vanishing in Kenya it is whoke world  children vanish like that if u are barren accept it u can help  with your relative children for upbringing  rather than steal some  children, those who cannot have boys or girls  accept it children are gift from God   those who steal for rituals  juju is the form of poverty if it was working African should be rich some of this children  are sold for body part  organ donors  who thinks they  have the right to live using innocent children  who have been victims."
@thandekambele5583,24/11/2020 10:14,0,1,No one was arrested after this doc. How come?
@LK-kd1jy,24/11/2020 10:12,0,0,This is sad🥺
@LLEdna254,24/11/2020 10:04,0,0,Sad indeed
@budui2398,24/11/2020 09:56,1,0,"are we authorized to air at our personal pages and channels,to enlight our people?"
@GamerZz-yk3mf,24/11/2020 09:33,9,1,When bbc will report anything positive about Africa the world will end 😂
@jane29228,24/11/2020 07:32,1,0,HOLLYWOOD ACTRESSES ARE NOTORIOUS FOR THAT. BUY/ADOPT BOYS RAISE THEM AS GIRLS. JUST ROTTEN.
@keangriffith3628,24/11/2020 06:58,0,1,What is the purpose of these investigations if nothing ever happens to these miserable crooks.
@Cjsoc,24/11/2020 06:58,0,0,Where are all the fathers??
@luciewandu8796,24/11/2020 06:35,1,0,This is super sad
@chepngenofancy6800,24/11/2020 06:33,0,0,jicho pevu where are you
@harreybay8012,24/11/2020 06:19,0,0,"My life went upside down when my husband left me with the kid to join with another lady by the island, but thanx to Dr oniha who helped me brought him back with his love spell, you can also contact him on his email dronihaspell@yahoo.com"
@kittothekat427,24/11/2020 06:09,0,0,Where are the men making these babies they should be protecting them
@gigicrown1823,24/11/2020 05:37,4,1,"The child SHOULD have been rescued initially. You had Anita at first and let her go, she should have been arrested then get details from her. Even though you exposed this, it seems like nothing has been done."
@petermwangi9533,24/11/2020 05:06,0,0,So dreadful. I cant believe this is happening
@billymankenya,24/11/2020 03:43,0,0,Women can be hearless to other women
@VanessaRodriguez-jl9pu,24/11/2020 03:24,1,0,"You are so brave, thank you for help to save the life of children"
@lj4286,24/11/2020 03:14,0,0,NOT OKAY AND THINGS NEED TO CHANGE. NOT YOUR RIGHT TO TAKE A CHILD FROM THEIR MOTHER. YOU HAVE NO CLUE THE PAIN YOU PLACE ON A MOTHER! IT HAS TO STOP!!!
@edethjames2758,24/11/2020 03:03,1,2,"If a BBC investigation will not implicate anyone, what will? Africa is doomed and this is happening all across the land. Very sad. Just makes me cry for mother land"
@pinkgoji4332,24/11/2020 02:50,1,0,Omgg I'm  crying i hope they go to hell 😭😭 i don't  understand  why they didn't  get arrested
@toughsuga2,24/11/2020 02:14,0,0,😞
@secretandbelch612,24/11/2020 02:01,0,0,Wow
@taniselanaecreations,24/11/2020 00:45,0,0,Kumba'Yah (Arise Come Yah) our ABBA. ... This has to end. Please.
@Vrlobrza,24/11/2020 00:44,0,0,"This is disturbing, they had a stolen child on the camera and they haven't retrieved it. They have all the people involved on the camera, and nothing happens. Disgusting."
@804reezy,24/11/2020 00:38,4,0,"THIS SO SAD,BLESS THOSE BABIES,NO TELLN WHAT HAPPEN TO SOME OF THEM...MESS UP WORLD WE LIVE IN."
@emilyjaneleightonporter5367,24/11/2020 00:24,0,0,I know there are people desperate for children but please whatever you do do not steal other women’s babies it’s evil pure wicked there is a place in hell for anybody who steals peoples children unacceptable children need to be free these poor mothers 😭😭😭😭😭💔💔💔💔💔💔💔 poor mothers they might have been trying for a long time to have a baby
@watergang1358,24/11/2020 00:17,0,0,These babies are probably headed straight to American elite pizza gate parties and underground facilities to join the adrenochrome processing.Very sad and scary.
@eunicegacoka4535,23/11/2020 23:57,0,0,This documentary did not accomplish anything. Neither Anita or Fred were arrested. They should have taken the baby Anita had. Why did they let her go with the baby she had stolen? Why was Feed not arrested on the day he received the payment?
@joskinner1442,23/11/2020 23:51,0,0,I hate to say SRA these people are evil
@babygirl5299,23/11/2020 23:10,1,0,Has to stop stop these MEN
@samuelmbugua7165,23/11/2020 23:01,0,0,So what the eff are the police doing about this. In as much as they've brought light to what's happening.. The narrator could've prevented that one child from being sold. It's so disheartening.
@michellehughes3665,23/11/2020 22:56,0,0,Kenyan police why
@blessinggakii9708,23/11/2020 22:08,0,0,So what was the point of documenting this without us seeing them arrested. For what..
@jeweltatum2502,23/11/2020 21:46,0,0,Sick people
@sarar1106,23/11/2020 21:12,0,0,"I thought the title was a metaphor. 2min into it, I'm heartbroken specially for all the children who suffer."
@halimamis4236,23/11/2020 21:05,0,0,Kenyan government wanashinda wakisema B.B.I jamani hii ni haki kweli😒😏
@paulinenjerupaulinenjeru5182,23/11/2020 21:00,0,0,Hii ndio kenya tunayo iishi🤔🤔🤔🤔
@sandyomaya6046,23/11/2020 20:43,0,0,Why wasnt any of them arrested despite the video evidence???????
@halimamis4236,23/11/2020 20:37,0,0,African
@RaechelleJ,23/11/2020 20:13,0,0,If there is money in it It'll never stop.
@jazandjaxk5051,23/11/2020 20:10,0,0,"I Know  If It Is Happening  There  In Kenya;
It Is Great Here In  America. 
In Las Vegas  Very Much  So.
Young Children  Women  And Even Men. 
Let Us Flood  Social Media  With  This  Horrific  Crime.
I Strongly  Feel That Law And Government  Is Also Involved  In This Crime**"
@harrysonhihu3842,23/11/2020 20:00,0,0,"Wow... I'm not sure if anything will happen to these people... What happened to these disabled kids that would be ferried to a dingy clinic in town to undergo torturous ""therapy""? And these kids were under some Government parastatal tasked to protect the interests of these kids? How about policymakers check on those adoption policies if childlessness this much of a big issue pushing people to do the unthinkable..."
@jessipolite3420,23/11/2020 19:52,33,3,How tf has the Kenyan police not done something about these people. This is LITERAL PROOF!
@tonuironald7445,23/11/2020 19:42,0,0,Life sihujua msee nikama ni vako if this is what Kenya is manzee sijui itakuaje
@jessipolite3420,23/11/2020 19:29,0,0,I am DISGUSTED KENYA. I will NEVER bring my children to this country. How is this entire country not enraged?? How is this so common????
@abbey63603,23/11/2020 19:04,0,0,The journalist asks 'do you know who stole your child' like seriously
@emmaisaac9875,23/11/2020 18:57,0,0,My country is fucked up!
@nyiko5826,23/11/2020 18:51,0,0,I dnt understand the purpose of this documentary why are this people not  arrested.
@nikkikidd8428,23/11/2020 18:28,0,0,"These families may be homeless but every single child is well taken care of and are clean and well fed. Which is something that only helps in the sale of them. When you look at all of the child abuse and murder that happens every hour in the states and Canada in homes that are not obviously poor or absusive these children appear to be happy, healthy, loved and very much wanted which makes this an evil disgusting act. Oh and I am baffled that the reporter actually thought she could trust Anita to actually meet her the next day. She is a drug addict and will want to get that baby sold asap for two reasons-she doesn’t want people to actually see her with the baby and so she can get the money and get her drugs. Especially if it’s herion she’s addicted to. The reporter should have gone straight to the police and show them where the baby is to not risk losing that baby. And if that is futile because of police corruption then she should have paid off the police herself or find someone trustworthy to steal the baby back and then search for the baby’s mother because if her baby was stolen she is going to be going mad trying to find it and therefore she may be easy to locate. And then at the very least you can insure the baby’s safety in the meantime."
@Pumkin1214,23/11/2020 17:51,1,0,Mary look like a demon  i really hate people like this
@zeinabumu.hamza.1234,23/11/2020 17:41,0,0,History ha.ijani.pampa.wallahi
@claire5022,23/11/2020 17:13,0,0,That’s so sad
@joskinner1442,23/11/2020 16:04,0,0,Jonathan Wedger is trying to bring this out in the open there are many people in powerful positions that are guilty Jon has been threatened
@joskinner1442,23/11/2020 16:02,0,0,"It's not just Kenya it's world wide  look up Jon Wedger . Watch what happens in America the violent political group (not Trump) and Hollywood are  involved in child trafficking  and SRA. Brace yourself
Love and light to all those babies and children❤❤❤❤❤"
